mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade,Real_Elevation_MDT_m,Real_IGME_Lithology_General,Real_IGME_Lithology_Detailed,Real_IGME_Era,Real_IGME_Sistema,Real_IGME_Dominio,Coord_X,Coord_Y,Real_IGME_Dist_Fault_m,Real_IGME_Dist_Contact_m,Real_IGME_Fault_Density_5km,Is_Presence,Spatial_Fold
455,Callejón de Matajaca,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 88,859.0,499.6,420.7,38.37739882,-4.83783744,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),666.0,Granitoides de emplazamiento epi-mesozonal,Granitoides biotíticos,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,339466.8339895189,4249288.305670186,10316.6,13279.2,0,1,2
456,Campanario,,Hispania Baetica,Spain,Huelva,Huelva,,,H 45,960.0,322.5,332.4,37.54317278,-6.82941041,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,,,False,False,False,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),191.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Vulcanitas y rocas vulcanoclásticas,PALEOZOICO,CARBONIFERO, ,161647.73620984645,4162026.942997085,22750.8,26630.1,0,1,2
457,Campo Antigua,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-64,,,,,43.337309,-6.709717,500.0,"Guessed from Sanchez-Palencia and Orejas 1994, fig. 13; and Google Earth.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1075.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,199273.91028399533,4804959.745190172,11985.5,10560.1,0,1,1
458,Campo la Peral,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-22,,,,,42.56722,-6.258764,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,True,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1148.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,232514.5046895233,4717905.687364695,13450.6,14558.1,0,1,1
459,Camporredondo,,Hispania Tarraconensis,Spain,Palencia,León,,,P 1,106.0,513.0,921.0,42.88780177,-4.752831906,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 42,,,,,,,,,,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),1215.0,Areniscas; pizarras y calizas,"Pizarras, esquistos, areniscas, calizas, ampelitas y liditas",PALEOZOICO,SILURICO-DEVONICO, ,356868.1963644896,4749845.762768153,2333.7,212.4,5,1,1
460,Canadá,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 18,858.0,492.8,420.7,38.37658115,-4.91570948,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),620.0,Granitoides de emplazamiento epi-mesozonal,Granitoides biotíticos,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,332662.3343444547,4249335.954557577,13781.1,12895.2,0,1,2
461,Cancho Blanco,,Hispania Baetica,Spain,Badajoz,La Serena,,,BA 50,831.0,414.8,451.3,38.63919229,-5.81715282,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,False,False,False,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),479.0,Areniscas; pizarras y calizas,"Pizarras, esquistos, areniscas, calizas, ampelitas y liditas",PALEOZOICO,SILURICO-DEVONICO, ,254801.7612631159,4280504.285972278,2037.4,732.0,5,1,2
462,Candelaria,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 16,835.0,527.6,449.9,38.64346632,-4.5202936,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,1,Confirmado,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),640.0,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,367693.5464991668,4278309.160142852,3965.1,5218.4,1,1,3
463,Candín I,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-05,,,,,42.817285,-6.760416,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),1339.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,192570.9640146579,4747386.879492594,1953.7,1626.4,21,1,1
464,Candín II,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-06,,,,,42.808749,-6.769527,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),1223.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,191783.57083139344,4746472.162407753,1964.0,2720.1,18,1,1
465,Cantos Blancos,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 5,858.0,489.7,424.4,38.40954651,-4.95181017,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),601.0,Granitoides de emplazamiento epi-mesozonal,Granitoides biotíticos,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,329586.0782351721,4253060.370475209,15275.1,10580.3,0,1,2
466,Cara de Oso,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-11,,,,,42.250813,-6.316238,300.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 193",1.0,0.0,True,False,False,0.0,0.0,0.0,0.0,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1044.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Ortocuarcitas, areniscas y pizarras",PALEOZOICO,ORDOVICICO, ,226423.3258371342,4682950.804992438,47301.7,46727.4,0,1,1
467,Carbueiro,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-24,,,,,43.026133,-6.869433,500.0,"Google Earth, IGN map, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",1.0,0.0,True,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),413.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,184725.7881434054,4770986.631239506,646.1,3234.1,30,1,1
468,Carcabón de Orúa,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-41,O 4,50.0,355.3,964.9,43.25032292,-6.700265757,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,Hard rock,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),713.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,199611.66666771425,4795264.322537106,8871.4,7163.2,0,1,1
469,Carcabonas de Merás,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Esba o Canero,,ES-09,,,,,43.473629,-6.474357,3000.0,Placename Meras on Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 194",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.5,0.9,1.0,0.765,Media Certeza (Grado II),214.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,218986.32562775147,4819278.456685264,1411.3,3800.3,9,1,1
470,Cárcobas de Miudes,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-17,,,,,43.523363,-6.809106,1000.0,"Guessed after Sanchez-Palencia and Orejas 1994, fig. 13; and Google Earth.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),169.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,192162.191726852,4825988.184754897,6801.2,566.2,0,1,1
471,Cárcobas de Pena,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-09,,,,,43.489375,-6.815335,1000.0,Guessed from Sanchez Palencia and Orejas 1994: fig. 13 in relation to other sites.,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),450.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, grauwacas o arcosas, conglomerados y calizas",PROTEROZOICO-PALEOZOICO,VENDIENSE-CAMBRICO, ,191485.42927434455,4822236.199080461,7264.4,4372.5,0,1,1
472,Carmelita,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 5,878.0,419.5,408.6,38.25530611,-5.75177293,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),582.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Calcarenitas, arenas y limos amarillos",CENOZOICO,NEOGENO, ,259219.8742113012,4237723.972604959,6718.2,6578.1,0,1,2
473,"Carmino del Palo (I, II) - Arroyo del Cabrito (I, II, III)",,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-03,,,,,42.385861,-6.388739,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",1.0,0.0,True,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1210.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,221039.4981832489,4698183.951594111,31967.5,31153.2,0,1,1
474,Carris,,Hispania Tarraconensis,Spain,Lugo,Cuenca del Masma,,,LU 6,6.0,306.8,1000.2,43.55140204,-7.314383074,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 40,,,,,,,,,,,Hard rock,,,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),116.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, grauwacas o arcosas, conglomerados y calizas",PROTEROZOICO-PALEOZOICO,VENDIENSE-CAMBRICO, ,151485.65252155685,4831099.68841092,536.2,535.2,14,1,1
475,Carrua de la Rata - El Lago,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-35,LE 56,,,,42.551531,-6.781019,100.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 192",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),515.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, grauwacas o arcosas, conglomerados y calizas",PROTEROZOICO-PALEOZOICO,VENDIENSE-CAMBRICO, ,189563.97905863015,4717947.193674886,12818.2,13027.6,0,1,1
476,Casa de las Grobas I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-60,,,,,43.147794,-6.801395,1000.0,"Placename, IGN map, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),445.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,190883.28589404403,4784245.47871974,788.5,1012.4,12,1,1
477,Casa de las Grobas II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-59,,,,,43.143913,-6.803618,1000.0,"Placename, IGN map, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),519.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,190682.90365405692,4783822.644357367,834.1,1145.6,18,1,1
478,Casales,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-071,,,,,42.41467,-6.673559,500.0,"Guessed from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 16",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 196",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),494.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,197728.82928685597,4702358.876689998,27152.9,27381.7,0,1,1
479,Casilla del Cobre,,Hispania Baetica,Spain,Córdoba,Córdoba,,,CO 40,923.0,498.0,368.0,37.90215104,-4.84830355,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),295.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras y calizas",PALEOZOICO,CAMBRICO, ,337501.5250247908,4196569.01109435,3903.0,1048.0,1,1,2
480,Castañedo,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-54,,,,,43.359767,-6.230038,3000.0,Guessed from placename on Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 198",1.0,0.0,True,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.5,0.9,1.0,0.765,Media Certeza (Grado II),240.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,238258.0440485523,4805835.795267867,1741.2,4997.5,1,1,1
481,Castellar,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 1,809.0,535.2,469.1,38.81718902,-4.43477306,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,,,,,,,,,,,,,,1,Confirmado,1,Confirmado,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),662.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Conglomerados, areniscas, cuarcitas y pizarras",PALEOZOICO,ORDOVICICO, ,375438.5999432749,4297467.902533813,903.0,3672.0,33,1,3
482,Castillo Buitrón,,Hispania Baetica,Spain,Huelva,Huelva,,,H 47,960.0,328.1,342.4,37.63500856,-6.76997865,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,,,False,False,False,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),329.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Vulcanitas y rocas vulcanoclásticas,PALEOZOICO,CARBONIFERO, ,167310.64475362573,4172008.685937966,16640.5,17406.9,0,1,2
483,Castillo de las Guardas,,Hispania Baetica,Spain,Huelva,Huelva,,,SE 4,939.0,363.7,348.0,37.69582718,-6.368615491,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,,,False,False,False,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),369.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Vulcanitas y rocas vulcanoclásticas,PALEOZOICO,CARBONIFERO, ,202983.61606905708,4177409.709025439,4344.2,3039.1,1,1,2
484,Castripicón,,Hispania Baetica,Spain,Córdoba,Córdoba,,,CO 43,922.0,490.6,374.4,37.95893796,-4.9334936,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),298.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Vulcanitas y rocas vulcanoclásticas,PALEOZOICO,CARBONIFERO, ,330141.8944665361,4203022.36315099,1804.5,805.5,17,1,2
486,Castro del Río,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-07,,,,,42.71996123,-6.408303869,20.0,https://servicios.jcyl.es/pweb/datosYacimiento.do?numero=102282&tipo=yacimiento&ruta=,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Castro adjacent to mine,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),949.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Calizas arrecifales, calcarenitas y conglomerados. Arcillas con olistolitos",CENOZOICO,NEOGENO, ,220923.16598117392,4735352.465365973,431.4,79.9,12,1,1
487,Castropetre,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-053,,,,,42.534458,-6.932606,200.0,"Google Earth, placename","IGN map shows ""Mina de El Riego - abandonada""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 196",1.0,0.0,True,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),585.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,177028.3239099682,4716618.522163999,13186.2,14279.7,0,1,1
488,Castropodame / Los Valles - Las Gándaras,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-29,LE 11,159.0,371.5,888.8,42.572454,-6.46915,0.0,"Converted in QGIS from Lambert coords, Madrid 1870; adjusted with reference to Google Earth and site visit 27/09/2021.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,True,True,False,0.0,0.0,0.0,0.0,,"Alterites, tertiary deposits, and terrace",Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),820.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,215267.7072146076,4719173.678794373,11733.9,10673.5,0,1,1
