mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade
487,Castropetre,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-053,,,,,42.534458,-6.932606,200.0,"Google Earth, placename","IGN map shows ""Mina de El Riego - abandonada""",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 196",1.0,0.0,TRUE,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
488,Castropodame / Los Valles - Las Gándaras,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-29,LE 11,159.0,371.5,888.8,42.572454,-6.46915,0.0,"Converted in QGIS from Lambert coords, Madrid 1870; adjusted with reference to Google Earth and site visit 27/09/2021.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,,"Alterites, tertiary deposits, and terrace",Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
489,Cavón del Pozo - Muro de la T.,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-26,,,,,42.782281,-5.687959,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and features on Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 189",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I)
490,Cecos I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-20,,,,,43.019984,-6.855363,500.0,"Guessed in relation to Villarcebollín and other Cecos sites from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
491,Cecos II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-15,,,,,43.028404,-6.857919,500.0,"Guessed in relation to Villarcebollín and other Cecos sites from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
492,Cecos III,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-14,,,,,43.036072,-6.856443,1000.0,"Guessed in relation to Villarcebollín and other Cecos sites from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I)
493,Cecos IV,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-13,,,,,43.025647,-6.853488,1000.0,"Guessed in relation to Villarcebollín and other Cecos sites from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I)
494,Cecos V,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-12,,,,,43.034238,-6.846678,1000.0,"Guessed in relation to Villarcebollín and other Cecos sites from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I)
495,Cecos VI,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-11,,,,,43.023443,-6.851769,1000.0,"Guessed in relation to Villarcebollín from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I)
496,Cerdanya - All Guilleteres sector 1 NE - 1,,Hispania Tarraconensis,Spain,Gerona,Pyrenees,,,,,,,42.39786735,1.820130111,0.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hydraulic opencast mining visible on Google Earth,,1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,,,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.4,1.0,0.79,Media Certeza (Grado II)
497,Cerdanya - All Guilleteres sector 1 NE - 2,,Hispania Tarraconensis,Spain,Gerona,Pyrenees,,,,,,,42.39853497,1.826364395,0.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,,,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.4,1.0,0.79,Media Certeza (Grado II)
498,Cerdanya - All Guilleteres sector 1 NE - 3,,Hispania Tarraconensis,Spain,Gerona,Pyrenees,,,,,,,42.39639938,1.82934192,0.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,,,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.4,1.0,0.79,Media Certeza (Grado II)
499,Cerdanya - All Guilleteres sector 1 NE - 4,,Hispania Tarraconensis,Spain,Gerona,Pyrenees,,,,,,,42.40234069,1.833771284,0.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,,,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.4,1.0,0.79,Media Certeza (Grado II)
500,Cerdanya - All Guilleteres sector 1 NE - new?,,Hispania Tarraconensis,Spain,Gerona,Pyrenees,,,,,,,42.4029556,1.815050524,0.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,,,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.4,1.0,0.79,Media Certeza (Grado II)
501,Cerro Castaño,,Hispania Baetica,Spain,Córdoba,Posadas,,,CO 120,922.0,477.3,372.0,37.93552871,-5.08446693,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
502,Cerro de la Mina,,Hispania Baetica,Spain,Badajoz,,,,BA 60,829.0,354.4,449.3,38.60604095,-6.51042667,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
503,Cerro de la Mina,,Hispania Tarraconensis,Spain,Cuenca,,,,CU 2,665.0,802.4,584.0,39.83148876,-1.32055691,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Domergue 1990: 64,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,0,No,0,No,0,No,0,No,0,No,1,Confirmado,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
504,Cerro de la Minas,,Hispania Baetica,Spain,Badajoz,Picos de Aroche,,,BA 53,875.0,328.5,419.0,38.32523434,-6.79570879,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 61,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
505,Cerro de la Minillas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 61,858.0,481.2,425.2,38.41563006,-5.04933271,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
506,Cerro de la Orden,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 27,878.0,415.4,414.3,38.30581558,-5.80017903,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
507,Cerro de las Cruces,,Hispania Baetica,Spain,Badajoz,La Serena,,,BA 51,830.0,392.3,441.8,38.54842637,-6.07279323,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
508,Cerro de las Minillas,,Hispania Baetica,Spain,Córdoba,Montoro Andújar,,,CO 30,882.0,547.7,415.4,38.33386997,-4.28655637,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
509,Cerro de los Almadenes,,Hispania Tarraconensis,Spain,Segovia,,,,SG 1,507.0,554.7,690.6,40.81562208,-4.22543114,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 64,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
510,Cerro de los Venados,,Hispania Baetica,Spain,Jaén,Montoro Andújar,,,J 2,883.0,556.3,406.4,38.25320766,-4.18754703,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
511,Cerro de Valfrío,,Hispania Baetica,Spain,Córdoba,Córdoba,,,CO 116,902.0,498.4,382.5,38.03289831,-4.84589638,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
512,Cerro del Conjuro,,Hispania Baetica,Spain,Granada,Almería,,,GR 1,1042.0,636.3,259.8,36.93229745,-3.28059057,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Domergue 1990: 64,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,0,No,0,No,0,No,0,No,0,No,1,Confirmado,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
513,Cerro del Cuerno,,Hispania Tarraconensis,Spain,León,Cuencas del Turienzo y Jerega,,TJ-26,,,,,42.493513,-6.248132,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17 and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 202",1.0,0.0,TRUE,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
514,Cerro del Cura,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 37,860.0,528.8,425.4,38.42267476,-4.50392006,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
515,Cerro del Esparto,,Hispania Baetica,Spain,Córdoba,Posadas,,,CO 71,921.0,462.5,370.0,37.9152865,-5.25248305,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
516,Cerro del Hierro,,Hispania Baetica,Spain,Sevilla,Sevilla,,,SE 6,920.0,430.8,274.4,37.04831911,-5.589874277,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,0,No,0,No,0,No,0,No,1,Confirmado,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
517,Cerro Minado,,Hispania Baetica,Spain,Almería,Almería,,,AL 6,996.0,754.0,309.3,37.36552808,-1.94916604,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 64,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
518,Cerro Muriano,,Hispania Baetica,Spain,Córdoba,Córdoba,,,CO 39,902.0,504.2,379.3,38.00471301,-4.77935278,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
519,Ceruñales,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-11,,,,,42.688215,-6.412375,200.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,-19.0,230.0,50.0,250.0,Roman,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hydraulic mining, partly re-using ditch of castro (misinterpreted by Fanzul Perada as evidence for pre-Roman hydraulic mining)","Alvarez González 1993; Sanchez-Palencia and Orejas 1994, 190; Fanjul Peraza 2013",1.0,0.0,TRUE,TRUE,FALSE,0.0,0.0,0.0,0.0,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
520,Cexo-Fontechid,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-20,,,,,42.10923,-8.00608,500.0,"Google Earth, placename",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 194",,,,,,,,,,,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
521,Cha da Veiga,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS-100,,,,,42.58465,-7.40935,500.0,Estimated from Google Earth and IGN map,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
523,Chan do Cubeiro,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-82,,,,,43.059666,-7.004095,1000.0,"Placename, IGN map, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I)
524,Chana de Chamarada,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-16,,,,,42.52996221,-6.21957755,10.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth; corrected with https://servicios.jcyl.es/pweb/datosGIS.do?tipo=Yacimiento&numero=94468",https://servicios.jcyl.es/pweb/datosGIS.do?tipo=Yacimiento&numero=94468,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
525,Chana de Reguera,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-18,,,,,42.50995074,-6.20838762,20.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth; corrected with https://servicios.jcyl.es/pweb/datosGIS.do?tipo=Yacimiento&numero=94300",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,TRUE,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
527,Chaparro Barrenado,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 4,880.0,493.5,415.2,38.32708502,-4.90683199,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,1,Confirmado,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
528,Cheices,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-012,,,,,42.439722,-6.826583,1000.0,"Guessed from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 16",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I)
529,Chinflón,,Hispania Baetica,Spain,Huelva,Huelva,,,H 50,960.0,339.4,339.8,37.61503519,-6.64101067,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 61,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
530,Cimera de la Collada / Los Collados - Las Vallinas,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-17,LE 20,128.0,418.3,901.7,42.69839759,-5.905742865,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google Earth shows extensive stone dumps or murias.,"Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 189",1.0,0.0,TRUE,,,,,,,,Tertiary alluvium,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
531,Cirujales,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,,LE 51,128.0,405.3,911.8,42.78627194,-6.067636653,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 43,,,,,,,,,,,Quaternary terrace and river placer deposits,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
532,Cobas de Fornas,,Hispania Tarraconensis,Spain,La Coruña,Galicia,,,C 8,95.0,207.9,927.0,42.85145789,-8.48684587,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
533,Cobatillas,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 18,808.0,524.4,452.8,38.66933798,-4.55740568,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
535,Cogorderos I,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-27,,,,,42.541842,-6.023149,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
536,Cogorderos II,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-26,,,,,42.549609,-6.02227,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
537,Collada,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Esba o Canero,,ES-01,,,,,43.364638,-6.568056,500.0,Guessed from Google Eaerh,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 193",,,,,,,,,,,,Primary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
