mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade,Real_Elevation_MDT_m,Real_IGME_Lithology_General,Real_IGME_Lithology_Detailed,Real_IGME_Era,Real_IGME_Sistema,Real_IGME_Dominio,Coord_X,Coord_Y,Is_Presence,Spatial_Fold
833,La Serrana,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 9,878.0,419.3,402.6,38.20118577,-5.75247022,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),485.0,Gneises; esquistos; marmoles y vulcanitas,"Cuarcitas, gneises, esquistos, pizarras y grauwacas",PROTEROZOICO-PALEOZOICO,RIFEENSE-VENDIENSE-CAMBRICO, ,258980.15405005778,4231719.153324434,1,2
836,La Torrecilla,,Hispania Tarraconensis,Spain,Jaén,Linares - La Carolina,,,J 17,884.0,604.6,407.4,38.26331517,-3.63534127,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),534.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Conglomerados, arenas, arrecifes, limos amarillos, yesos y sales haloideas. Conglomerados, arenas y calizas lacustres",CENOZOICO,NEOGENO, ,444418.5079019799,4235221.885707063,1,3
837,La Vallada,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-070,,,,,42.41317,-6.665928,500.0,"Guessed from Google Earth, IGN map, and Sanchez-Palencia and Orejas 1994, fig. 16",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 196",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),538.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,198349.60936160607,4702165.123823293,1,1
838,La Vega Grande,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-04,,,,,42.344753,-6.386178,200.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large reservoir for collecting meltwater.,"Sanchez-Palencia and Orejas 1994, 201",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),2082.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Ortocuarcitas, areniscas y pizarras",PALEOZOICO,ORDOVICICO, ,221068.32020216313,4693610.331030239,1,1
839,La Veguellina de Cepeda,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-24,,,,,42.641016,-6.015349,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1002.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Conglomerados, areniscas, arenas arcósicas, arcillas, calizas y yesos",CENOZOICO,NEOGENO, ,252788.34797566832,4725360.192487266,1,1
840,La Victoria,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 11,809.0,539.4,468.6,38.8129877,-4.38632405,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),634.0,Gneises; esquistos; marmoles y vulcanitas,"Pizarras, grauwacas, conglomerados o porfiroides",PROTEROZOICO, , ,379637.8623095974,4296936.737672924,1,3
841,La Viliella,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-03,,,,,42.986524,-6.637741,1000.0,"Placename ""La Viliella"""" on Googe Earth.""",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),845.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,203414.6764487698,4765742.327795719,1,1
842,La Zarza,,Hispania Baetica,Spain,Huelva,Huelva,,,H 19,938.0,321.3,350.9,37.70942825,-6.85041111,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),210.0,Conglomerados; areniscas; pizarras; calizas y vulcanitas; Carbon,Vulcanitas y rocas vulcanoclásticas,PALEOZOICO,CARBONIFERO, ,160549.82439733995,4180558.7610894255,1,2
843,Lagar de la Cruz,,Hispania Baetica,Spain,Córdoba,Córdoba,,,CO 46,923.0,500.4,372.1,37.9393854,-4.821597,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,,,False,False,False,0.0,0.0,0.0,,,Hard rock,,,0,No,0,No,1,Confirmado,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),566.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Calizas y dolomías,PALEOZOICO,CAMBRICO, ,339930.45545341534,4200654.486792197,1,2
844,Lago,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-09,OR 6,187.0,242.0,875.8,42.40685074,-8.039627332,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 40; Sanchez-Palencia and Orejas 1994, 194",,,,,,,,,,,Hard rock,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),406.0,Granitoides de emplazamiento meso-catazonal,Granitoides de dos micas,PALEOZOICO,DEVONICO-CARBONIFERO-PERMICO,ROCAS PLUTONICAS HERCINICAS,85250.41111884057,4707267.798802055,1,1
845,Lago,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-42,,,,,43.243693,-6.730794,1000.0,"Placename, Google Earth.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",1.0,0.0,True,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),665.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,197100.2639424067,4794638.235801257,1,1
848,Lagos de Salave / Lagos de Silva,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-19,O 23,10.0,339.3,1000.5,43.56532899,-6.912913527,100.0,"Converted in QGIS from Lambert coords, Madrid 1870","""on the Cantabrian coast, a league and a half to the east of Ribadeo"". (Borlase 1897)",,,,,,TRUE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Borlase 1897: 14–15; Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 201",1.0,0.0,,,,,,,,,"Borlase says this is a tin mine, and does not mention gold.",Hard rock,,1,Confirmado,0,No,0,No,0,No,0.0,No,1.0,Confirmado,0.0,No,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),46.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Conglomerados, areniscas, arcillas, calizas y/o yesos",CENOZOICO,NEOGENO-CUATERNARIO, ,183991.8304042443,4831039.384821126,1,1
849,Lagueiro I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-22,,,,,43.02386,-6.86042,100.0,"Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",probably same as Domergue Rio Ibias,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),322.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,185448.6042779166,4770700.321555326,1,1
850,Lagueiro II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-21,,,,,43.021935,-6.857337,100.0,"Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),309.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,185690.0012520104,4770474.956372997,1,1
851,Laguna de Valseco,,Hispania Tarraconensis,Spain,León,Cuencas del Turienzo y Jerega,,TJ-23?,LE 39,192.0,393.2,877.8,42.478356,-6.201948,50.0,"Converted in QGIS from Lambert coords, Madrid 1870, adjusted with Google Earth.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 43,,,,,,,,,,,Tertiary alluvium,,,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),1026.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Conglomerados, areniscas, arenas arcósicas, arcillas, calizas y yesos",CENOZOICO,NEOGENO, ,236805.34334415535,4707858.89816514,1,1
853,Lamelas,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-16,,,,,42.251258,-7.590977,500.0,"Google Earth, placename",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 194",1.0,0.0,True,,,,,,,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),576.0,Conglomerados; gravas; arenas y limos,"Conglomerados, gravas, arenas, areniscas, limos y arcillas. Terrazas fluviales y marinas",CENOZOICO,CUATERNARIO, ,121246.3119007147,4687888.2158191055,1,1
854,Lanestosa,,Hispania Tarraconensis,Spain,Bilbao,Lanestosa,,,BI 1,60.0,620.5,958.5,43.22968462,-3.43570562,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Calamine was also mined here.,Domergue 1990: 64,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,,,,0,No,0,No,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),595.0,Calizas; dolomias y margas; Areniscas,"Margas y margocalizas. Margas arcillosas turbidíticas. Calizas arenosas, areniscas, arenas y margas.",MESOZOICO,CRETACICO, ,464618.899239465,4786413.538465174,1,5
855,Las Alquitones,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 19,878.0,435.4,403.1,38.20890437,-5.56870248,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 46,0.0,1.0,False,False,False,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0.0,No,0.0,No,0.0,No,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),460.0,Gneises; esquistos; marmoles y vulcanitas,"Cuarcitas, gneises, esquistos, pizarras y grauwacas",PROTEROZOICO-PALEOZOICO,RIFEENSE-VENDIENSE-CAMBRICO, ,275098.1791008406,4232113.265188047,1,2
856,Las Balinas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-15,,,,,42.722711,-6.738225,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),889.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,193919.34124319738,4736802.448893747,1,1
857,Las Cárcabas de Bustantigo,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-77,,,,,43.358364,-6.693805,0.0,Google Earth and IGN map.,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",1.0,0.0,True,True,False,0.0,0.0,0.0,0.0,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),814.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,200667.5453122714,4807241.015423153,1,1
859,Las Coronas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-37,,,,,42.633493,-6.861837,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 192",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),733.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,183343.52878091583,4727349.808350328,1,1
860,Las Cuevas,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 4,808.0,506.8,469.5,38.81817985,-4.76211797,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Domergue 1990: 46,,,False,False,False,0.0,0.0,0.0,,,,,,0,No,0,No,0,No,0,No,1.0,Confirmado,0.0,No,0.0,No,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),543.0,Areniscas; pizarras y calizas,"Ampelitas, cuarcitas, liditas y rocas vulcanoclásticas",PALEOZOICO,SILURICO, ,347020.1531621413,4298075.002958503,1,2
865,Las Gandarias I,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-02,,,,,42.712221,-6.35826,0.0,"From Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth, refined by site visit 23/09/2021.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),1047.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,224986.99204520258,4734328.489433894,1,1
866,Las Gandarias II,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-03,,,,,42.712631,-6.367476,0.0,"From Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth, refined by site visit 23/09/2021.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),1037.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Calizas arrecifales, calcarenitas y conglomerados. Arcillas con olistolitos",CENOZOICO,NEOGENO, ,224234.02715252235,4734404.107836381,1,1
867,Las Grobas de Fonteta,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-58,,,,,43.136053,-6.807,1000.0,"Placename, Google Earth.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I),542.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,190368.1249282179,4782962.167380043,1,1
868,Las Grobas de Tremado I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-49,,,,,43.166569,-6.78908,500.0,"Placename, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),306.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,191979.26103674155,4786285.3297798,1,1
869,Las Grobas de Tremado II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-48,,,,,43.168922,-6.785964,500.0,"Placename, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",1.0,0.0,True,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),317.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Pizarras, areniscas, cuarcitas y calizas o rocas vulcanoclásticas",PALEOZOICO,ORDOVICICO, ,192244.4213192832,4786535.197794596,1,1
870,Las Lagunas,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-08,,,,,42.743986,-6.826471,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,0.0,0.0,0.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1251.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Areniscas, pizarras, cuarcitas o calizas y conglomerados",PALEOZOICO,CAMBRICO-ORDOVICICO, ,186800.27412862115,4739489.43472934,1,1
871,Las Lamas del Picón,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-33,,,,,42.639734,-6.715576,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 192",1.0,0.0,True,,,,,,,Castro near or adjacent to mines,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),609.0,Conglomerados; areniscas; arcillas y calizas; Evaporitas,"Turbiditas calcáreas. Calizas, calizas arenosas, areniscas y margas arenosas",CENOZOICO,PALEOGENO-NEOGENO, ,195368.3102438947,4727504.958744638,1,1
872,Las Madroñeras,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-23,,,,,42.227116,-6.253406,100.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17,  Fernández-Lozano et al. 2015, fig. 6, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 193",1.0,0.0,True,False,False,0.0,0.0,0.0,0.0,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,0.9,1.0,0.965,Alta Certeza (Grado I),975.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Ortocuarcitas, areniscas y pizarras",PALEOZOICO,ORDOVICICO, ,231506.70768460084,4680119.179406242,1,1
873,Las Mayadicas / Arroyo de las Mayadicas,,Hispania Tarraconensis,Spain,León,Sierra del Teleno,,TE-08,,,,,42.299566,-6.315066,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 17, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 202",1.0,0.0,True,True,False,0.0,0.0,0.0,0.0,,,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I),1520.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,"Ortocuarcitas, areniscas y pizarras",PALEOZOICO,ORDOVICICO, ,226730.98257603933,4688361.160368702,1,1
875,Las Médulas,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-085,LE 7,,,,42.45954964,-6.7593122,0.0,Google Earth,,1.0,225.0,50.0,250.0,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 43; Sanchez-Palencia and Orejas 1994, 196; Sanchez-Palencia 2000.",1.0,0.0,True,True,False,1.0,0.0,0.0,0.0,,Tertiary alluvium,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),809.0,Cuarcitas; pizarras; areniscas; calizas y vulcanitas,Pizarras y areniscas,PALEOZOICO,ORDOVICICO, ,190892.88824571233,4707652.340690783,1,1
876,Las Médulas de la Omañas (Miédolas),,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-18,LE 15,,,,42.669059,-5.87628,0.0,Google Earth,,1.0,225.0,50.0,250.0,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3 main aqueducts fed this mine; one is 21.5 km long from Murias de Ponjos, and another 17.5 km from Ponjos. http://www.diariodeleon.es/noticias/cultura/identifican-mas-50-kilometros-canalizacion-romana-omana_535566.html","Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 189",0.0,0.0,True,False,True,0.0,1.0,0.0,0.0,,Alluvium and Quaternary terraces,Secondary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0.0,No,0.0,No,0.0,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I),1009.0,Conglomerados; areniscas; arcillas; calizas y evaporitas; Vulcanitas basicas,"Conglomerados, areniscas, arenas arcósicas, arcillas, calizas y yesos",CENOZOICO,NEOGENO, ,264296.68010402896,4728076.984510668,1,1
